school_id,school,school_mascot,abbreviation,conference_id,division,classification,color,alternate_color,logo,stadium_name,school_city,school_state,stadium_latitude,stadium_longitude,stadium_elevation,stadium_capacity,stadium_grass,stadium_dome
309,Louisiana,Ragin' Cajuns,UL,37,West,fbs,#ce181e,#000000,https://cdn.collegefootballdata.com/logos/500/309.png,Cajun Field,Lafayette,LA,30.2158434,-92.0417371,3.556508303,41426,FALSE,FALSE
324,Coastal Carolina,Chanticleers,CCU,37,East,fbs,#006f71,#a27752,https://cdn.collegefootballdata.com/logos/500/324.png,Brooks Stadium (SC),Conway,SC,33.7928506,-79.0166946,13.74894905,21000,FALSE,FALSE
2026,App State,Mountaineers,APP,37,East,fbs,#000000,#ffcd00,https://cdn.collegefootballdata.com/logos/500/2026.png,Kidd Brewer Stadium,Boone,NC,36.2114267,-81.6854278,991.3414307,30000,FALSE,FALSE
2032,Arkansas State,Red Wolves,ARST,37,West,fbs,#cc092f,#000000,https://cdn.collegefootballdata.com/logos/500/2032.png,Centennial Bank Stadium,Jonesboro,AR,35.8488977,-90.6677436,89.52690887,30382,FALSE,FALSE
2247,Georgia State,Panthers,GAST,37,East,fbs,#0039a6,#ffffff,https://cdn.collegefootballdata.com/logos/500/2247.png,Center Parc Stadium,Atlanta,GA,33.735267,-84.389949,287,25000,FALSE,FALSE
2348,Louisiana Tech,Bulldogs,LT,37,West,fbs,#003087,#cb333b,https://cdn.collegefootballdata.com/logos/500/2348.png,Joe Aillet Stadium,Ruston,LA,32.5321487,-92.6560019,72.87982941,28019,FALSE,FALSE
2433,UL Monroe,Warhawks,ULM,37,West,fbs,#840029,#fdb913,https://cdn.collegefootballdata.com/logos/500/2433.png,Malone Stadium,Monroe,LA,32.5308089,-92.0660602,22.998209,27617,FALSE,FALSE
2572,Southern Miss,Golden Eagles,USM,37,West,fbs,#ffc72c,#231f20,https://cdn.collegefootballdata.com/logos/500/2572.png,M. M. Roberts Stadium,Hattiesburg,MS,31.3289321,-89.3318118,64.52726746,36000,FALSE,FALSE
2653,Troy,Trojans,TROY,37,West,fbs,#862633,#b1b1b1,https://cdn.collegefootballdata.com/logos/500/2653.png,Veterans Memorial Stadium (AL),Troy,AL,31.7995565,-85.9518328,154.7746277,30000,FALSE,FALSE
50,Florida A&M,Rattlers,FAMU,31,East,fcs,#F89728,#00843d,https://cdn.collegefootballdata.com/logos/500/50.png,Bragg Memorial Stadium,Tallahassee,FL,30.4261632,-84.2923095,31.18483925,25500,FALSE,FALSE
2010,Alabama A&M,Bulldogs,AAMU,31,East,fcs,#790000,#ffffff,https://cdn.collegefootballdata.com/logos/500/2010.png,Louis Crews Stadium,Huntsville,AL,34.7835363,-86.5784132,214.9181061,21000,FALSE,FALSE
2011,Alabama State,Hornets,ALST,31,East,fcs,#e9a900,#0a0a0a,https://cdn.collegefootballdata.com/logos/500/2011.png,Hornet Stadium,Montgomery,AL,32.3642223,-86.2896902,79.35839844,26500,FALSE,FALSE
2016,Alcorn State,Braves,ALCN,31,West,fcs,#4b0058,#46166a,https://cdn.collegefootballdata.com/logos/500/2016.png,Jack Spinks Stadium,Lorman,MS,31.873621,-91.13488,72.25324249,22500,FALSE,FALSE
2029,Arkansas-Pine Bluff,Golden Lions,UAPB,31,West,fcs,#e0aa0f,#eaaa00,https://cdn.collegefootballdata.com/logos/500/2029.png,Golden Lion Stadium,Pine Bluff,AR,34.253327,-92.0214031,67.71961975,16000,FALSE,FALSE
2065,Bethune-Cookman,Wildcats,BCU,31,East,fcs,#7b1831,#e9aa12,https://cdn.collegefootballdata.com/logos/500/2065.png,Municipal Stadium,Daytona Beach,FL,29.173466,-81.117511,9.516305923,10000,FALSE,FALSE
2296,Jackson State,Tigers,JKST,31,East,fcs,#123297,#b5b7ba,https://cdn.collegefootballdata.com/logos/500/2296.png,Mississippi Veterans Memorial Stadium,Jackson,MS,32.3300053,-90.1795578,108.4067383,44215,TRUE,FALSE
2400,Mississippi Valley State,Delta Devils,MVSU,31,East,fcs,#005328,#cf2d34,https://cdn.collegefootballdata.com/logos/500/2400.png,Rice-Totten Field,Itta Bena,MS,33.5118304,-90.3397718,39.88368607,10000,TRUE,FALSE
2504,Prairie View A&M,Panthers,PV,31,West,fcs,#582c83,#eaaa00,https://cdn.collegefootballdata.com/logos/500/2504.png,Panther Stadium,Prairie View,TX,30.0937874,-95.9960913,77.36286926,15000,TRUE,FALSE
2582,Southern,Jaguars,SOU,31,West,fcs,#004B97,#ffc82d,https://cdn.collegefootballdata.com/logos/500/2582.png,Ace W. Mumford Stadium,Baton Rouge,LA,30.5221461,-91.1896087,20.24213219,28500,FALSE,FALSE
2640,Texas Southern,Tigers,TXSO,31,West,fcs,#860038,#ffffff,https://cdn.collegefootballdata.com/logos/500/2640.png,BBVA Compass Stadium,Houston,TX,29.7521988,-95.3524146,13.68128395,22000,TRUE,FALSE
2755,Grambling,Tigers,GRAM,31,West,fcs,#ee8601,#ffd10a,https://cdn.collegefootballdata.com/logos/500/2755.png,Eddie Robinson Stadium,Grambling,LA,32.5258665,-92.7146412,94.58428955,19600,FALSE,FALSE
2000,Abilene Christian,Wildcats,ACU,177,,fcs,#592d82,#b1b3b3,https://cdn.collegefootballdata.com/logos/500/2000.png,Wildcat Stadium (TX),Abilene,TX,32.472275,-99.710464,520.9,12000,FALSE,FALSE
2046,Austin Peay,Governors,APSU,177,,fcs,#8e0b0b,#null,https://cdn.collegefootballdata.com/logos/500/2046.png,Governors Stadium,Clarksville,TN,36.5362559,-87.3525507,142.8643188,10100,FALSE,FALSE
2110,Central Arkansas,Bears,CARK,177,,fcs,#a7a9ac,#8e959a,https://cdn.collegefootballdata.com/logos/500/2110.png,Estes Stadium,Conway,AR,35.0802599,-92.460045,94.25577545,10000,FALSE,FALSE
2198,Eastern Kentucky,Colonels,EKU,177,,fcs,#660819,#f0f0f0,https://cdn.collegefootballdata.com/logos/500/2198.png,Roy Kidd Stadium,Richmond,KY,37.7344109,-84.2972854,298.1834717,20000,FALSE,FALSE
2453,North Alabama,Lions,UNA,177,,fcs,#000000,#null,https://cdn.collegefootballdata.com/logos/500/2453.png,Braly Municipal Stadium,Florence,AL,34.810914,-87.670587,172.3,14215,FALSE,FALSE
2627,Tarleton State,Texans,TAR,177,,fcs,#000000,#null,https://cdn.collegefootballdata.com/logos/500/2627.png,"Memorial Stadium (Stephenville, TX)",Stephenville,TX,32.2191836,-98.2130634,402,24000,FALSE,FALSE
2698,West Georgia,Wolves,WGA,177,,fcs,#0033a1,#db1a21,https://cdn.collegefootballdata.com/logos/500/2698.png,University Stadium (GA),Carrollton,GA,33.58006,-85.12064,317,10000,TRUE,FALSE
110242,West Florida,Argonauts,WFL,177,,fcs,#null,#null,https://cdn.collegefootballdata.com/logos/500/110242.png,Pen-Air Field,Pensacola,FL,30.547231,-87.222001,18,4000,FALSE,FALSE
